track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hotttnesss,year
TRMMMYQ128F932D901,"Silent Night",SOQMMHC12AB0180CB8,"Monster Ballads X-Mas",ARYZTJS1187B98C555,357ff05d-848a-44cf-b608-cb34b5701ae5,"Faster Pussy cat",252.05506,0.649822100201,0.394031892714,2003
TRMMMKD128F425225D,"Tanssi vaan",SOVFVAK12A8C1350D9,"Karkuteillä",ARMVN3U1187FB3A1EB,8d7ef530-a6fd-4f8f-b2e2-74aec765e0f9,Karkkiautomaatti,156.55138,0.439603966677,0.356992107756,1995
TRMMMRX128F93187D9,"No One Could Ever",SOGTUKN12AB017F4F1,Butter,ARGEKB01187FB50750,3d403d44-36ce-465c-ad43-ae877e65adc4,"Hudson Mohawke",138.97098,0.643680572058,0.437503836595,2006
TRMMMCH128F425532C,"Si Vos Querés",SOBNYVR12A8C13558C,"De Culo",ARNWYLR1187B9B2F9C,12be7648-7094-495f-90e6-df4189d68615,"Yerba Brava",145.05751,0.448501159656,0.372349068517,2003
TRMMMWA128F426B589,"Tangle Of Aspens",SOHSBXH12A8C13B0DF,"Rene Ablaze Presents Winter Sessions",AREQDTE1269FB37231,"","Der Mystic",514.29832,0.0,0.0,0
TRMMMXN128F42936A5,"Symphony No. 1 G minor ""Sinfonie Serieuse""/Allegro con energia",SOZVAPQ12A8C13B63C,"Berwald: Symphonies Nos. 1/2/3/4",AR2NS5Y1187FB5879D,d087b377-bab7-46c4-bd12-15debebb5d61,"David Montgomery",816.53506,0.361286979628,0.109625847059,0
TRMMMLR128F1494097,"We Have Got Love",SOQVRHI12A6D4FB2D7,"Strictly The Best Vol. 34",ARO41T51187FB397AB,d2461c0a-5575-4425-a225-fce0180de3fd,"Sasha / Turbulence",212.37506,0.692922730576,0.453731585999,0
TRMMMBB12903CB7D21,"2 Da Beat Ch'yall",SOEYRFT12AB018936C,"Da Bomb",AR3Z9WY1187FB4CDC2,bf61e8ff-7621-4655-8ebd-68210645c5e9,"Kris Kross",221.20444,0.588156187675,0.401092425177,1993
TRMMMHY12903CB53F1,Goodbye,SOPMIYT12A6D4F851E,"Danny Boy",ARA04401187B991E6E,1a9bf859-1dc2-495b-9e7c-289be7731a9f,"Joseph Locke",139.17995,0.408465463469,0.285901196045,0
TRMMMML128F4280EE9,"Mama_ mama can't you see ?",SOJCFMH12A8C13B0C2,"March to cadence with the US marines",ARCVMYS12454A51E6E,"","The Sun Harbor's Chorus-Documentary Recordings",104.48934,0.41994127477,0.24913722954,0
TRMMMNS128F93548E1,"L'antarctique",SOYGNWH12AB018191E,"Des cobras des tarentules",AR59BSJ1187FB4474F,891fccfc-24c1-4bfd-bf49-c736e59e443f,"3 Gars Su'l Sofa",68.96281,0.555013966104,0.352948913868,2007
TRMMMXJ12903CBF111,"El hijo del pueblo",SOLJTLX12AB01890ED,"32 Grandes Éxitos  CD 2",ARCVIFR1187B99129F,ec57c22f-9bb7-48ab-aa85-dab108a71b53,"Jorge Negrete",168.22812,0.541389764483,0.369096249987,1997
TRMMMCJ128F930BFF8,"Cold Beer feat. Prince Metropolitan",SOQQESG12A58A7AA28,"International Hardcore Superstar",ARVIT0V1187B9A7CDE,2eb02f8c-8dfa-49dc-a224-11051ec45a42,"Danny Diablo",301.60934,0.622005388118,0.451578962861,0
TRMMMBW128F4260CAE,Pilots,SOMPVQB12A8C1379BB,"The Loyal",AREMPER1187B9AEB42,14efbb08-c3d8-404c-9ead-ad71fa586ee6,"Tiger Lou",318.45832,0.621826485807,0.406984727155,2005
TRMMMXI128F4285A3F,"N Gana",SOGPCJI12A8C13CCA0,"Afropea 3 - Telling Stories To The Sea",ARBAMQB1187FB3C650,0bb5e108-b41d-46cd-969e-69d34d1acdfe,"Waldemar Bastos",273.18812,0.543689917453,0.373679185802,0
TRMMMKI128F931D80D,006,SOSDCFG12AB0184647,"Lena 20 År",ARSB5591187B99A848,fba3e876-68f1-4a1f-99d9-c604480202ba,"Lena Philipsson",262.26893,0.529819134567,0.410228511159,1998
TRMMMUT128F42646E8,"(Looking For) The Heart Of Saturday",SOBARPM12A8C133DFF,"Cover Girl",ARDW5AW1187FB55708,42222090-c5e5-4243-8582-c29bc8b63ec6,"Shawn Colvin",216.47628,0.685502832087,0.44673296759,1994
TRMMMQY128F92F0EA3,"Ethos of Coercion",SOKOVRQ12A8C142811,"Descend Into Depravity",ARGWPP11187B9AEF43,f76167bb-c117-4022-8b6b-54c796edf5c9,"Dying Fetus",196.0224,0.734471413543,0.511975832943,2009
TRMMMTK128F424EF7C,Rock-N-Rule,SOIMMJJ12AF72AD643,"I'm Only A Man (Bonus Track Version)",ARDT9VH1187B999C0B,6b22de04-fb48-44aa-bd02-c1427f635477,Emery,217.57342,0.738995906455,0.563366896149,2007
TRMMMHQ128F4278194,"La bola extra",SOVMBTP12A8C13A8F6,"La bola extra",ARWFDED1187B9B9D71,8ff7e1b4-18f8-48ec-a8a0-793ab1a5511c,"Los Ronaldos",355.60444,0.467144844943,0.409127079449,0
TRMMMQV12903CA201E,"I Made It Over",SOOUESZ12AB0189AFD,"Let's Celebrate (He Is Risen)",ARVF2AD1187FB47580,fd711779-5524-4ed3-8d68-da0b867caa34,"Rev. Timothy Wright",353.77587,0.377190202702,0.290242069993,0
TRMMMMV128F14746A5,"Debussy : 12 Etudes : VI Pour les huit doigts",SOAGMGG12A6D4F9099,"Debussy : 12 Etudes_ Images Sets 1 & 2",AR0GK7N1187B9AC56C,bfc4370b-c0d9-46c7-825b-bf09f9b65264,"Pierre-Laurent Aimard",93.12608,0.41373893722,0.383463207779,0
TRMMMPN128F426610E,Nervous,SOGFWVT12A8C137C64,"Let No One Live Rent Free In Your Head",AR66C9X1187B98F7EA,b9313805-5fe0-4f1b-9f5c-9e52565a5a3d,Nicolette,213.4722,0.593554248297,0.297175632718,1996
TRMMMNO128F93539AA,"In The Journey",SOKLPMH12AB01861FA,"In The Journey",AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,"Martin Sexton",319.81669,0.641197514984,0.44865347113,2001
TRMMMTG128F426B5BB,"Fuckin Ethic People (999)",SOEPAIN12A8C1396A7,"Crazeë Musick",ARDPJYJ11F4C83E24A,"",Craze,204.19873,0.559135107732,0.404593856077,0
TRMMMPJ128F9306985,"Tu Vida Con La Mía",SOQMZZI12AB01850D4,"Hoy Quiero Soñar",ARBE9HD1187FB40016,8cc00e45-94c9-40e0-882b-0e76dd5b472b,"Christian Castro",258.89914,0.583716758983,0.396612571069,0
TRMMMRZ128F4265EB4,"I'm Ready",SOEEHEY12CF5F88FB4,"Honkin' On Bobo",AR12F2S1187FB56EEF,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,253.70077,0.853382869278,0.610431620431,2004
TRMMMKD12903CF219E,"Take As Needed",SOWUMAZ12A67ADE769,"Nerve Damage",AREH0O41187FB4C405,83e32d32-fee5-45de-a4b6-b49956a069eb,Skinlab,210.93832,0.729867325353,0.417882034272,2002
TRMMMRR12903CF395D,"Autumn In The Mind (Acoustic Version)",SOJJAZT12AC4687219,"Lo Fi_ Acoustic Excursions",ARN5X9D1187B998A6D,2f338a80-cae4-40e8-a0f7-9b5468479e3a,"Mike Badger and Friends",180.55791,0.430914126593,0.0,0
TRMMMJW12903CF239E,Tequila,SOMLHJQ12AC4685B45,"Tequila il mambo del giubileo (12 Inc)",AR52DCD1187B992B5F,80d946ff-0567-4882-ad91-77c5d47448b8,Piotta,216.0322,0.542921743934,0.4112408291,0
TRMMMWA128F1462C8C,"All For A Purpose (Speak Life Album Version)",SOYNOIK12A6D4F7F3F,"Speak Life",ARPMCDB1187FB4B5D2,97989c9f-4efd-436a-b74e-c9914e9f3d06,"Sev Statik",236.042,0.501415339627,0.337593152829,0
TRMMMOT128F931A571,"C On",SOPUJOM12AB017FEEB,"C On",AR00P3M1187FB5428C,b3a35974-4703-4423-92bf-a1b5ac6cac3b,"The Advent",466.99057,0.597051561408,0.353114024096,0
TRMMMQN128F4238509,"Raspberry Beret (LP Version)",SOGNNYL12A6D4F910B,"The Hits/The B-Sides",ARJ3CTF1187B9A1F2E,4c8ead39-b9df-4c56-a27c-51bc049cfd48,"Prince & The Revolution",212.06159,0.684808063021,0.485444750548,0
TRMMMKQ128F92EBCB5,"All of the same blood",SOOLRHW12A8C142643,"Violent revolution",AR79L0D1187FB3AFB6,39822e8d-f24e-4f07-b51b-28b22e59fbdb,Kreator,372.4273,0.740252305663,0.472691458988,2001
TRMMMQK128F428AB1F,"One Little Too Little",SOMKNZS12A8C13DEBC,"Hall Of Fame",ARR4EXL1187B9A4E3C,84c3cdf1-7872-4360-81fa-e3511eafe1c8,"Hall Of Fame",92.73424,0.534742140848,0.299177305722,1996
TRMMMPU128F42B134D,"Cockleshell Heroes",SOYKVON12A8C14097E,"Classic Years",AR0G47L1187B98CC6D,1ab5ec20-743e-4f11-9c37-237f190ae447,"Frank Chacksfield",155.19302,0.446256666541,0.346357522243,2007
TRMMMYP128F429A5E4,Trancesequence,SOEXAWC12AB01817E6,Voyage,ARQJYSJ1187FB4CDF3,6bf918da-7c90-4b96-9661-0f30bc4f15c8,Voyage,95.34649,0.525483906128,0.314066506467,0
TRMMMKN12903CB44A5,"Wonderful Stash",SOKQCDA12A6D4FA556,"TRANCE VISIONARY",AR3TG9F1187B98E0D3,406f1b42-0c9e-4427-aeb7-02f78e188ec4,"Wishbone Ash",437.7073,0.656700158051,0.476213225716,1998
TRMMMUZ128F4238E64,"La filo",SOFWVLR12A8C1328DC,"Le meilleur",AR2AP091187FB53FC3,5871ab3e-f48b-46ba-b036-03f81e81d8ad,Malavoi,456.59383,0.433450646174,0.349260317093,0
TRMMMTP128F4276193,"Throw It Away",SOLRKBF12A8C13C88A,"Easy Listening",ARPUVK01187B998FB1,f9539ebb-1984-43df-ab84-b8f73e97d952,"Cobra Verde",246.54322,0.562282347297,0.367738816864,2003
TRMMMSA128F425FA38,"Before He Kissed Me",SOBDLRM12A8C13A0AC,"Lisa Brokop",ARYZAZX1187FB5BA03,127c9dae-1aeb-43bc-a930-ecff36b01bc8,"Lisa Brokop",141.87057,0.386827768314,0.311882922075,0
TRMMMHS128F42A0971,Blessed,SOMXBRA12AB017C656,Rejoice,ARCB9IH1187FB52D15,6ff13427-08ff-4da2-bee8-892e1fa22d3c,"The Emotions",276.1922,0.638475883027,0.411904524979,1977
TRMMMJI12903CC3E5C,"Goa Amsterdam",SODJAOH12A58A77B23,"B.P.M. - Bionic Pulse Method Vol. 3",ARS1QBT1187B994054,95a9e97a-01e8-4cfa-94af-715e6c28ca97,"Safi Connection",424.17587,0.540661826076,0.346936229,0
TRMMMDJ128F92CC9F6,"Disaster [Demo Version]",SOCPTIN12A8C14265F,"Fragile Future",AR0H39F1187B9BA26D,194eeda1-e662-43bc-b9be-32fc1afecc8b,"Hawthorne Heights",181.81179,0.807168388956,0.502400537516,2008
TRMMMBU128F9305AC3,"Night And Day",SODVOFJ12AB0181EE6,"The Best Of",ARAV0V51187B98F15B,d35e1026-638b-4c92-b53e-43cfc0172e86,"The Maytals",175.20281,0.606413782852,0.377602927868,1994
TRMMMFJ128F92E15AC,Passione,SODDEQU12AAF3B2FC8,"Alla Fine Della Notte",AROMGZS1187B9B1672,21fe27b8-e059-47cc-9064-8bfff4bacba5,Neffa,228.44036,0.530647386145,0.38192120996,2007
TRMMMNI12903CE0AF1,"My Everything [Screwed] (feat. Trae The Truth)",SONYUEW12AB018B373,"[Screwed] Tha Flood - Swishahouse Mix",ARDD0UX1187B9A57F3,8f1b6974-6529-4e27-8ba9-f2ef2aa7fbe3,"Lil O",241.05751,0.560634276122,0.348701878759,0
TRMMMFG128F425087B,Scream,SOWWQXA12A81C1F9CA,"Devil's Playground",AR4T2IF1187B9ADBB7,47c8f88b-987a-4b64-9175-2b1b57809727,"Billy Idol",282.93179,0.82022155521,0.48510469657,2005
TRMMMBM128F933EDF7,"The Man Delusion",SONNHYN12AB018538B,"The Man Delusion",AR2AL111187B9B3C31,e503a567-44ed-485b-994e-cc084fcc56e4,"The Vichy Government",168.04526,0.459762351913,0.369359659405,0
TRMMMLV128F14821BE,"He Is Not Silent (Out Of The Grey Album Version)",SOCWWYB12A6D4F9AF4,"The Early Years",AROPC1B1187FB567E3,6dc557f0-3d47-446d-bb6d-df2ba2405ef7,"Out Of The Grey",240.87465,0.431030787168,0.333858124563,0
TRMMMDN12903CD37AD,"Pepe El Mañoso",SOIRTNX12AB018B41D,"Salsa Cubana Vol.6",ARCIVXI127BF5F1610,"","Orquesta Sonara La Habana",209.50159,0.209238497129,0.116490434375,0
TRMMMLF128F4228771,"Acércate Más",SOLGCKQ12A8AE47CFA,"Éxitos Del Romántico De Siempre",AREWP0C1187B9B7B58,2b5c26ec-1442-4026-bf8b-e7fb5bc6624a,"Leo Marini",152.68526,0.408627746291,0.300107240409,0
TRMMMXD128F932AD86,"Mule Boogie",SOZOAEF12AB017F0A9,"Country & Western",ARO5ZS41187FB5C40D,42b26772-c5a8-4af5-9fbb-d63593a48a29,"Sheb Wooley",137.50812,0.467742290909,0.375614375269,1993
TRMMMQA128F14A454A,"Dancing In The Dark",SOHMYGC12A6D4FAC4B,"The Look Of Love",ARCXKY91187B9ACA99,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,"Diana Krall",349.98812,0.747939215284,0.561394074956,2001
TRMMMGL128F92FD6AB,"Mad About You",SOHSSPG12A8C144BE0,"Change of Heart",ARMTBVR1187B99A24A,f7f182b1-9659-4086-b9f2-837649c4d43a,"Clifford T. Ward",201.1424,0.450149395295,0.347994069006,2003
TRMMMJM128F42648D0,Heartaches,SOCBSOR12A8C1314DD,"Just Kiddin' Around",ARXZIHJ1187B9A4ED9,b84dfb67-c437-4ccc-b512-1073fd4612eb,"Ray Conniff;Billy Butterfield",130.0371,0.5557649996,0.376514231215,0
TRMMMHB128F92F0E3C,"Pain Over Acceptance",SOOKLXI12A8C142FB0,Unforgivable,ARNIZZT1241B9CE19E,f2ddd6e8-ef48-4d65-8940-a755491a5fde,"Weekend Nachos",113.37098,0.563502958183,0.438399455431,0
TRMMWMW12903CC6062,"Ships That Don't Come In",SOYMTVV12A58A7C2D6,"The Ultimate Hits",ARZNFNV1187FB3DA62,98b31574-fa4c-4cf1-bf32-681f7df45fe3,"Joe Diffie",224.46975,0.62107622967,0.484825338629,1992
TRMMWDA128F9343B5B,"Saturday Night  (LP Version)",SODQHXQ12AB0189AE0,"Rick Medlocke & Blackfoot",ARKE7ZQ1187FB504BB,d6d0b51f-1b65-4643-a679-cf4d0c0f3915,Blackfoot,232.82893,0.604296587266,0.437987748288,0
TRMMWMT128F9320CFD,"I Just Want To Be With You This Christmas",SOFSJXP12AB017E676,"My Christmas",ARL62M311C8A4213F2,7700b801-de15-4c91-a641-387839e371e2,"Katie Armiger",200.09751,0.59541445909,0.417098859814,0
TRMMWDL128F9300D5D,"On the Surface",SOHGZWM12AAA8C86EA,"Songs for the Incurable Heart",AR9HLK81187B9AB1C3,996e9b51-4fbf-44a8-97d6-290cd404c5fd,Stemm,250.98404,0.619206537657,0.14468466091,2005
TRMMWJS12903CBB7F5,"Remember (Walking In The Sand)",SOLBDWO12AB0188CC2,"Night In The Ruts",AR12F2S1187FB56EEF,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,244.40118,0.87253659867,0.610731462904,1979
TRMMWOM12903CB21B8,"Just Another Woman",SOUHTYT12AB0189D1C,"Singin' The Blues",AR16FF01187B98E24E,10e5004d-c636-4f6f-8cf6-deefe007764e,"Hot Lips Page",194.29832,0.427009595772,0.28974076939,0
TRMMWYF128F42557B7,untitled,SOVUFFC12AC9E16242,Amaterasu,ARLVDM31187B98C2BB,e7319465-1bed-432b-a540-cb16c264f214,"David Fridlund",12.2771,0.458147934464,0.324318779593,2004
TRMMWZE12903D0EB43,Bakslag,SOEBDKM12AC4686D3A,"Om Gaia",AR72PJV1187B9A72CE,9ed7f525-dcc3-46bb-911f-3fd22b28c519,Kultiration,152.24118,0.548457981763,0.401557596973,2004
TRMMWVS12903CDD6FB,"The New Way",SOPJNRJ12A8C1461C4,"Radio Ixtlan",AR76EV61187FB541DD,44768ab3-fedf-4305-9b2a-cf98c97c8d44,Ewigkeit,300.72118,0.483697664328,0.377215543357,2004
TRMMWRC128F93647F7,Suffer,SOUVPJZ12AB018218C,"In My Own Cage",ARNFVG61187FB3EB6C,804adff4-9f7b-49d9-9585-6c73fb33e5aa,"JOHN DOE",162.14159,0.679035298865,0.398981469164,0
TRMMWCK128F92D4800,"Cités dortoires (feat. 59 Grammes)",SONUZSW12AAA15EA65,"Rakailles 4",ARQGYAE11F4C846DF6,cef8066e-75dd-41b4-8e29-59c1a7e007dc,"Alpha 5.20",350.56281,0.504153937599,0.439398895954,0
TRMMWLD128F9301BF2,"Bring It",SOGBBEE12AB017ED6A,Unspoken,ARE592P1187B99F3A7,3e9c5302-782c-4bd9-99f0-76ed93c38f3a,Tonex,194.5073,0.609754379091,0.408470586106,0
TRMMWKH128F4280BCD,"You And I",SOPBCNI12AF729FE49,"Shine Through The Stars",ARZG7JE11C8A422B60,abe48bc0-d3fa-49ed-84ee-ed30df8bf16a,Chasen,200.6722,0.629282127129,0.439823122568,2008
TRMMWBU128F930B7CF,"Sitting In My Window (Finis Tasby BMI)",SOYKRSW12AB018078B,"What My Blues Are All About",AR6WOPD1187B98D9BB,af762387-4e82-4bf4-840c-4987cfa674c9,"Finis Tasby",315.32363,0.423487552992,0.336316188937,0
TRMMWCD128F9343198,"Raid The Itch",SORASFZ12AB01828C7,"Black Label #57",AREPABD12420780ABB,139ff1fb-ec28-4142-916d-5f2813992cdd,"Ogris Debris",531.17342,0.496375093595,0.400220682363,0
TRMMWNY12903CF28D2,"The Rest of the Night",SOVOIOQ12AC4688FAC,"The Wind",ARUQFUJ1187FB42AEC,970fb29f-e288-403e-a388-d2a7889bfa47,"Warren Zevon",279.30077,0.691744457552,0.471398997844,2003
TRMMWMT128F9345B1B,Ride,SOXAGQZ12AB018A089,Orion,ARJ8JOU1187B9A572F,cd43b5c2-1205-4aa8-910e-99ba9b2ac2a0,"Andrea Klas",241.78893,0.179311748211,0.0,0
TRMMWNB12903C9A959,"Passion Protein",SOLFMLX12AB0186EB5,"This Is Our Art",ARR9LD61187B990883,5c42c9cf-5833-41d8-b600-177e70894046,"The Soup Dragons",322.71628,0.549336519471,0.40069053808,1988
TRMMWQF12903CC0CAC,Redemption,SOSNKHA12AB0185BD6,"Write This Down",ARFKWCR1269FCD4C75,d5d47951-4292-42e7-b8f0-14d9d9cc7f0f,"Write This Down",192.49587,0.651981428735,0.441646964055,2010
TRMMWVB128F9312434,"Dame Tus  Besos",SOLOUIH12AB018146C,"Radio Macandé",ARIBQTP1187B98C602,b5408434-c2ad-4edd-9b9f-dd68aeabee07,"Radio Macandé",279.84934,0.420604908151,0.300935960284,0
TRMMWTJ128F9342FE6,"Don't Prolong the Agony (Bonus Track)",SOKWWCO12AB0187D70,Touchpaper,ARCP8YG1187B997D72,e3f40d48-8f70-4654-9bdf-4a4ce1c95642,"Claire Hamill",225.95873,0.515847654169,0.353124990046,0
TRMMWVS12903CD1D03,"Dalny svet (bonus 2003)",SODXEOD12AB018EC03,Kruiz-1,ARMORI81187FB5B1AD,50eaf061-e265-434a-937f-09289270d08a,Kruiz,253.23057,0.423738177176,0.0,0
TRMMWIH12903CF90F8,"Alice in Wonderland: Act I: The Caucus Race",SONHPZT12AC90970C3,"DAVIS_ C.: Alice in Wonderland [Ballet] (Prague City Philharmonic_ Davis)",ARV5O111187B9A3F3A,da1faeaa-82c8-4072-b40f-0f7f2e1efe76,"Carl Davis",180.13995,0.415287181859,0.319074623895,0
TRMMWNW128F931511B,"Le mauvais coton",SOHQYYJ12AB0183B6D,"Dévaste-Moi",AR5SHMY1187FB3D71A,3e356f2a-3501-4e68-8eff-f77d582c066a,"Brigitte Fontaine",195.10812,0.605815297054,0.470577118197,1990
TRMMWWF12903CAD485,"Love Can Change feat. Nadine Sutherland",SOIOKZN12AB01857C2,"Fatis Presents Abijah",AR3EVEE1187B9994B7,f564b042-1bec-4990-b730-151a0a8fd59a,Abijah,241.162,0.504424856033,0.304310732964,0
TRMMWFG128F92DFAA2,Subtek,SOMPUGR12A8C146F57,"Tone Tales From Tomorrow",ARXWUOT120AB95E347,e15f60f3-32c7-46eb-a7a7-43026b7b5fcb,Hex,480.05179,0.497529830916,0.391801480322,0
TRMMWPD128F4247095,"Dream Of Love",SODMDUM12A6D4FCEE4,"Lost In Paradise",AR9TMXT1187B99AEDC,b13f113c-22f1-4b16-9719-69200dc58e00,X-Perience,218.53995,0.586126239415,0.416823978537,2006
TRMMWQU12903CF447F,"Lucy Fears the Morning Star",SONVYNC12AB0184ECC,"Sing-Along Songs for the Damned and Delirious",AR73P6T1187B994881,af723a8a-d3db-46c2-82a3-201dde8fa27f,"Diablo Swing Orchestra",394.23955,0.700119954066,0.534383741792,2009
TRMMWTW128F42783DD,"Fool on the Hill",SOPHQEL12A8C1357CC,"English Guitar Music",AR039B11187B9B30D0,fb9719bf-c477-4223-b319-986eb4168a91,"John Williams",215.09179,0.705287678078,0.517298018026,0
TRMMWXK12903CDED07,"Baiting the Public",SOLQULR12AB018D726,"Hidden World",ARHC7VF1187FB59B98,19202b40-eb93-48a0-b6fc-fce9568182aa,"Fucked Up",356.51873,0.664265988675,0.427148606951,2006
TRMMWHH128EF34A6C9,"Death Acceptor",SOKXBTF12A6BD4F3AD,TheBloodyTransylvaniaStreetMachine,AR0XJ291187FB45855,c118502c-e6ce-40a7-b4e1-1a1a5bb3fb19,Drexel,258.53342,0.464807726204,0.367066705547,0
TRMMWHJ128F42869B2,Wipeout,SOPFHPD12A8C1407F6,"100 Years of Surfing",AR3UY051187B9A922A,ea9889a3-539d-4549-bff3-cb721b989aa2,"The Surfaris",154.85342,0.590994223819,0.475026044388,1988
TRMMWAO128F93182D2,"Fick uns",SOORUNH12AB0182395,"Die besten Tage sind gezählt",AR2P71H1187B9B8C00,2e0d05e0-d147-46e6-be51-8ffed2a9e0da,"Kool Savas",11.75465,0.603382767951,0.449423634694,0
TRMMWVG12903CBF769,"Wir Sind Die Jungs feat. Din & Smexer",SOAOSWS12AB0189131,"Blackbooked No. 2 - Jung_ schön und stylish",ARLQPCR12086C1188A,be9c8fc0-0dfd-45eb-a4dd-fec3ba8a8499,"Prinz Porno",298.05669,0.480254177975,0.413624753645,0
TRMMWBR128F930E399,"Make Dat Monet",SOYTTYG12AB017F85E,Aristocrunk,ARDBUTG1187FB5531E,dc18ce1a-a4b6-4844-a5cb-ece11b7e9ee7,"Lord T & Eloise",291.68281,0.531735682508,0.304220653556,0
TRMMWWE12903D067F2,"Two Legged Sheep",SOUIUYF12AC3DF998F,"Ain't Crying for the Moon",AR8AJC81187B9AE2F5,a9859125-d2c2-498e-a20b-b98dff2957a4,"Kingdom Come",329.40363,0.613547419192,0.410691583747,2006
TRMMWAO128F42A53EB,"Chi Sei Adesso",SOJGKAD12A58A7D1FF,"4 x 4",AR4T2NV1187B997CF3,d61ab6ed-81e4-48fa-9c7b-f952f08ac929,"Gemelli Diversi",259.99628,0.641150864963,0.486167858183,2009
TRMMWCX128F92EF4C8,"Stuck On My Vision",SOCKLYJ12A8C14017E,Outrageous,ARYNKUB1187B995EDE,6a5f768c-db43-461a-8e58-658084ebe84d,"Alice In Videoland",168.33261,0.645128004394,0.461116412395,2005
TRMMWSE128F93041C5,"Joku muu",SOMOSWT12AB017CD5A,Galaksi,AR2UHZT1187FB5033D,44be840b-bc58-4f43-8321-2675b4d72b2a,"Kristian Meurman",200.28036,0.276202321321,0.394105271937,2009
TRMMWJP12903CD8807,"Whaleface (Instrumental)",SOUKOKB12AB018A808,"Felt 3: A Tribute To Rosie Perez [Instrumentals & Acapellas]",ARWC7G01187B9A9CC5,f6cfa4fb-5f91-4a90-a1c5-bb083cead82c,Felt,179.59138,0.685804311066,0.447921543757,0
TRMMWJD12903CC0F05,"Brown Paper Bag",SOJLGRD12AB018724F,"Time Flies When You're Gangster Fun",ARLQFGK1187B98DC2B,b793d363-8d0b-4f11-a798-fa545ed98eb1,"Gangster Fun",251.50649,0.422661642868,0.253834553554,1992
TRMMWTG128F4283F07,"You Needed Me",SOZTLAR12A8C1368A9,"Wind Beneath My Wings",ARVP8NN1187FB3C1D3,80d07b5b-35b1-4d58-a72e-49ac98cba13f,"Roger Whittaker",194.53342,0.586746110888,0.433199068755,1994
TRMMWXW128F422976E,"Pacey Singer",SOIOAQZ12A8AE472A2,"Third Hand Prophecy",AR4CFD51187B9B0FA9,b9f60d4b-f335-48af-9d06-b6344adaffc5,A.Human,225.35791,0.533277968682,0.368353280457,2008
